ticker,security_type,reason,signals
AXDX,common_stock,profile_fields_present,344
AXG,common_stock,profile_fields_present,627
AXGN,common_stock,profile_fields_present,672
AXIL,common_stock,profile_fields_present,581
AXL,common_stock,profile_fields_present,530
AXNX,common_stock,profile_fields_present,232
AXR,common_stock,profile_fields_present,634
AXTI,common_stock,profile_fields_present,665
AY,common_stock,profile_fields_present,238
AYA,common_stock,profile_fields_present,24
AYRO,common_stock,profile_fields_present,413
AYX,common_stock,profile_fields_present,52
AZ,common_stock,profile_fields_present,634
AZEK,common_stock,profile_fields_present,274
AZNH,etf,is_etf=True,345
AZPN,common_stock,profile_fields_present,325
AZTA,common_stock,profile_fields_present,612
AZUL,adr,raw_flag:isAdr,363
AZZ,common_stock,profile_fields_present,671
BACA,spac_or_blank_check,name_contains:ACQUISITION CORP,188
BALY,common_stock,profile_fields_present,640
BANC,common_stock,profile_fields_present,632
BAND,common_stock,profile_fields_present,637
BANF,common_stock,profile_fields_present,626
BANR,common_stock,profile_fields_present,623
BANX,closed_end_fund,raw_description:CLOSED_END_MUTUAL_FUND,635
BARK,common_stock,profile_fields_present,623
BASE,common_stock,profile_fields_present,449
BATRA,common_stock,profile_fields_present,624
BATRK,common_stock,profile_fields_present,625
BBAI,common_stock,profile_fields_present,619
BBBY,common_stock,profile_fields_present,613
BBCB,etf,is_etf=True,591
BBCP,common_stock,profile_fields_present,624
BBGI,common_stock,profile_fields_present,615
BBNX,common_stock,profile_fields_present,353
BBOT,common_stock,profile_fields_present,214
BBSI,common_stock,profile_fields_present,649
BBT,common_stock,profile_fields_present,629
BBU,common_stock,profile_fields_present,599
BBUC,common_stock,profile_fields_present,645
BBW,common_stock,profile_fields_present,645
BBWI,common_stock,profile_fields_present,619
BCAL,common_stock,profile_fields_present,627
BCAX,common_stock,profile_fields_present,445
BCBP,common_stock,profile_fields_present,619
BCC,common_stock,profile_fields_present,622
BCHT,common_stock,profile_fields_present,107
BCIM,etf,is_etf=True,491
BCML,common_stock,profile_fields_present,626
BCO,common_stock,profile_fields_present,646
BCOV,common_stock,profile_fields_present,302
BCRX,common_stock,profile_fields_present,627
BCSA,spac_or_blank_check,name_contains:ACQUISITION CORP,226
BDC,common_stock,profile_fields_present,639
BDCI,common_stock,profile_fields_present,160
BDL,common_stock,profile_fields_present,615
BDN,common_stock,profile_fields_present,618
BDSX,common_stock,profile_fields_present,612
BEAM,common_stock,profile_fields_present,613
BECN,common_stock,profile_fields_present,363
BEDU,adr,raw_flag:isAdr,497
BELFB,common_stock,profile_fields_present,692
BERY,common_stock,profile_fields_present,349
BEST,adr,raw_flag:isAdr,307
BETA,common_stock,profile_fields_present,147
BETR,common_stock,profile_fields_present,624
BETS,common_stock,profile_fields_present,45
BFAC,spac_or_blank_check,name_contains:ACQUISITION CORP,242
BFAM,common_stock,profile_fields_present,633
BFC,common_stock,profile_fields_present,648
BFH,common_stock,profile_fields_present,662
BFI,common_stock,profile_fields_present,262
BFIN,common_stock,profile_fields_present,525
BFIT,etf,is_etf=True,32
BFK,mutual_fund,raw_flag:isFund,543
BFLY,common_stock,profile_fields_present,633
BFRE,etf,is_etf=True,276
BFS,common_stock,profile_fields_present,620
BFST,common_stock,profile_fields_present,622
BFZ,mutual_fund,raw_flag:isFund,535
BGDE,common_stock,profile_fields_present,610
BGFV,common_stock,profile_fields_present,441
BGIN,common_stock,profile_fields_present,158
BGMSP,preferred,symbol_suffix:fifth_char_P,148
BGNE,adr,raw_flag:isAdr,260
BGS,common_stock,profile_fields_present,610
BGSF,common_stock,profile_fields_present,610
BGSI,common_stock,profile_fields_present,152
BH,common_stock,profile_fields_present,655
BHAC,spac_or_blank_check,name_contains:ACQUISITION CO,367
BHAT,common_stock,profile_fields_present,552
BHB,common_stock,profile_fields_present,626
BHC,common_stock,profile_fields_present,613
BHE,common_stock,profile_fields_present,665
BHF,common_stock,profile_fields_present,617
BHIL,common_stock,profile_fields_present,310
BHLB,common_stock,profile_fields_present,429
BHM,common_stock,profile_fields_present,617
BHR,common_stock,profile_fields_present,616
BHRB,common_stock,profile_fields_present,612
BHST,common_stock,profile_fields_present,632
BHVN,common_stock,profile_fields_present,621
BIG,common_stock,profile_fields_present,172
BIGC,common_stock,profile_fields_present,397
BIGZ,mutual_fund,raw_flag:isFund,308
BILL,common_stock,profile_fields_present,618
BIOA,common_stock,profile_fields_present,434
BIOL,common_stock,profile_fields_present,117
BIPC,common_stock,profile_fields_present,636
BIRD,common_stock,profile_fields_present,611
BITE,spac_or_blank_check,name_contains:ACQUISITION CORP,132
BITF,common_stock,profile_fields_present,578
BJK,etf,is_etf=True,585
BJRI,common_stock,profile_fields_present,627
BK,common_stock,profile_fields_present,723
BKCC,business_development_company,raw_description:BUSINESS_DEVELOPMENT_COMPANY,54
BKD,common_stock,profile_fields_present,665
BKDT,common_stock,profile_fields_present,333
BKE,common_stock,profile_fields_present,624
BKIV,etf,is_etf=True,481
BKKT,common_stock,profile_fields_present,614
BKN,mutual_fund,raw_flag:isFund,519
BKSY,common_stock,profile_fields_present,644
BKTI,common_stock,profile_fields_present,661
BKU,common_stock,profile_fields_present,639
BKV,common_stock,profile_fields_present,447
BKWO,etf,is_etf=True,530
BL,common_stock,profile_fields_present,611
BLAC,spac_or_blank_check,name_contains:ACQUISITION CORP,333
BLBD,common_stock,profile_fields_present,655
BLBX,common_stock,profile_fields_present,552
BLCM,common_stock,profile_fields_present,42
BLCV,etf,is_etf=True,620
BLDE,common_stock,profile_fields_present,421
BLDP,common_stock,profile_fields_present,631
BLE,mutual_fund,raw_flag:isFund,542
BLEUR,right,symbol_suffix:fifth_char_R+inactive,226
BLFS,common_stock,profile_fields_present,628
BLFY,common_stock,profile_fields_present,590
BLKB,common_stock,profile_fields_present,610
BLLN,common_stock,profile_fields_present,145
BLMN,common_stock,profile_fields_present,614
BLPH,common_stock,profile_fields_present,243
BLSH,common_stock,profile_fields_present,205
BLUA,spac_or_blank_check,name_contains:ACQUISITION CORP,134
BLUE,common_stock,profile_fields_present,354
BLX,common_stock,profile_fields_present,678
BLZE,common_stock,profile_fields_present,624
BMAQ,spac_or_blank_check,name_contains:ACQUISITION CORP,178
BMAX,etf,is_etf=True,272
BMBL,common_stock,profile_fields_present,610
BMHL,common_stock,profile_fields_present,233
BMI,common_stock,profile_fields_present,643
BMRC,common_stock,profile_fields_present,622
BMTX,common_stock,profile_fields_present,307
BNAI,common_stock,profile_fields_present,563
BNED,common_stock,profile_fields_present,610
BNIX,spac_or_blank_check,name_contains:ACQUISITION CORP,351
BNL,common_stock,profile_fields_present,636
BNRE,common_stock,profile_fields_present,198
BNTC,common_stock,profile_fields_present,635
BOBS,common_stock,profile_fields_present,610
BOC,common_stock,profile_fields_present,610
BOCN,spac_or_blank_check,name_contains:ACQUISITION CORP,312
BODI,common_stock,profile_fields_present,624
BOED,etf,is_etf=True,248
BOF,common_stock,profile_fields_present,623
BOH,common_stock,profile_fields_present,622
BOKFL,non_common_series,symbol_suffix:fifth_char_L+inactive,252
BOOM,common_stock,profile_fields_present,610
BOOT,common_stock,profile_fields_present,107
BORR,common_stock,profile_fields_present,634
BOSC,common_stock,profile_fields_present,509
BOT,closed_end_fund,raw_description:CLOSED_END_SUBJECT_POSITION,19
BOTJ,common_stock,profile_fields_present,652
BOW,common_stock,profile_fields_present,632
BOWL,common_stock,profile_fields_present,255
BOWN,spac_or_blank_check,name_contains:ACQUISITION CORP,566
BOWX,spac_or_blank_check,name_contains:ACQUISITION CORP,329
BOX,common_stock,profile_fields_present,626
BPMC,common_stock,profile_fields_present,413
BPRN,common_stock,profile_fields_present,619
BPT,mutual_fund,raw_flag:isFund,374
BPTS,adr,raw_flag:isAdr,80
BRAC,spac_or_blank_check,name_contains:ACQUISITION CORP,340
BRACR,spac_or_blank_check,name_contains:ACQUISITION CORP,265
BRAI,common_stock,profile_fields_present,79
BRBI,common_stock,profile_fields_present,179
BRBR,common_stock,profile_fields_present,643
BRBS,common_stock,profile_fields_present,629
BRC,common_stock,profile_fields_present,658
BRCB,common_stock,profile_fields_present,184
BRDG,common_stock,profile_fields_present,425
BREA,common_stock,profile_fields_present,439
BREZ,spac_or_blank_check,name_contains:ACQUISITION CORP,102
BREZR,spac_or_blank_check,name_contains:ACQUISITION CORP,111
BRFH,common_stock,profile_fields_present,620
BRFS,adr,raw_flag:isAdr,461
BRID,common_stock,profile_fields_present,613
BRIF,etf,is_etf=True,321
BRKL,common_stock,profile_fields_present,425
BROG,common_stock,profile_fields_present,371
BRSH,common_stock,profile_fields_present,123
BRSL,common_stock,profile_fields_present,234
BRSP,common_stock,profile_fields_present,610
BRT,common_stock,profile_fields_present,614
BRUN,common_stock,profile_fields_present,26
BRZE,common_stock,profile_fields_present,614
BSBK,common_stock,profile_fields_present,623
BSCO,etf,is_etf=True,311
BSET,common_stock,profile_fields_present,619
BSGM,common_stock,profile_fields_present,112
BSIG,common_stock,profile_fields_present,293
BSII,spac_or_blank_check,industry_description:SHELL_COMPANIES+BUSINESS_COMBINATION,372
BSJO,etf,is_etf=True,248
BSM,common_stock,profile_fields_present,611
BSRR,common_stock,profile_fields_present,640
BSVN,common_stock,profile_fields_present,634
BTA,mutual_fund,raw_flag:isFund,544
BTCM,adr,raw_flag:isAdr,453
BTDR,common_stock,profile_fields_present,620
BTE,common_stock,profile_fields_present,654
BTEC,etf,is_etf=True,151
BTFX,etf,is_etf=True,489
BTGO,common_stock,profile_fields_present,95
BTM,common_stock,profile_fields_present,614
BTMD,common_stock,profile_fields_present,614
BTOP,etf,is_etf=True,620
BTQ,common_stock,profile_fields_present,174
BTTR,common_stock,profile_fields_present,330
BTU,common_stock,profile_fields_present,623
BUDA,common_stock,profile_fields_present,612
BUJA,spac_or_blank_check,industry_description:SHELL_COMPANIES+BUSINESS_COMBINATION,426
BULL,common_stock,profile_fields_present,289
BULLZ,warrant,name_contains:WARRANT,54
BUR,common_stock,profile_fields_present,612
